message;severity;node;stamp;topics;location
"성공한 박스 위치: x=0.4835490755903735, y=-0.18521744410209748";"2";"/robot_controller_29652_1745972723477";"2264.673000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"실패한 박스 위치: x=0.48249702377751313, y=-0.22851434280780414";"2";"/robot_controller_29652_1745972723477";"2242.146000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:406"
"성공한 박스 위치: x=0.5220868161608819, y=-0.22941096224038815";"2";"/robot_controller_29652_1745972723477";"2219.591000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5633839399442815, y=-0.1878837373327812";"2";"/robot_controller_29652_1745972723477";"2197.069000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.527170464801539, y=-0.22352900497443834";"2";"/robot_controller_29652_1745972723477";"2174.549000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"실패한 박스 위치: x=0.5121010543397787, y=-0.21490945671674952";"2";"/robot_controller_29652_1745972723477";"2152.004000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:406"
"성공한 박스 위치: x=0.537142748236226, y=-0.21241852894711685";"2";"/robot_controller_29652_1745972723477";"2129.480000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"실패한 박스 위치: x=0.48874321300935997, y=-0.2296133997394133";"2";"/robot_controller_29652_1745972723477";"2106.902000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:406"
"성공한 박스 위치: x=0.4894260877835859, y=-0.18085845390943178";"2";"/robot_controller_29652_1745972723477";"2084.372000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5494006996181925, y=-0.22303196390908336";"2";"/robot_controller_29652_1745972723477";"2061.824000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5526344561910824, y=-0.19955398539348604";"2";"/robot_controller_29652_1745972723477";"2039.312000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.49443254308429296, y=-0.22603338225801367";"2";"/robot_controller_29652_1745972723477";"2016.785000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.4947758577272332, y=-0.2299997766769828";"2";"/robot_controller_29652_1745972723477";"1994.231000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5124493603759566, y=-0.21675786182571596";"2";"/robot_controller_29652_1745972723477";"1971.629000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.50290041847516, y=-0.19021388510163673";"2";"/robot_controller_29652_1745972723477";"1949.112000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.492460186696719, y=-0.17044188977412805";"2";"/robot_controller_29652_1745972723477";"1926.586000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"실패한 박스 위치: x=0.5175684722166981, y=-0.2057383216567601";"2";"/robot_controller_29652_1745972723477";"1904.066000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:406"
"성공한 박스 위치: x=0.528304086779746, y=-0.17921510569736587";"2";"/robot_controller_29652_1745972723477";"1881.552000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.49337313178806713, y=-0.21950139565512047";"2";"/robot_controller_29652_1745972723477";"1859.014000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5637694839266282, y=-0.1715331082617452";"2";"/robot_controller_29652_1745972723477";"1836.483000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5483438523614255, y=-0.2282972563033626";"2";"/robot_controller_29652_1745972723477";"1813.963000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5258440074748105, y=-0.22731272557700075";"2";"/robot_controller_29652_1745972723477";"1791.459000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5511702103062683, y=-0.22264615657558687";"2";"/robot_controller_29652_1745972723477";"1768.953000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5529532771204533, y=-0.1957517028390488";"2";"/robot_controller_29652_1745972723477";"1746.401000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5063837520428887, y=-0.22959906546159006";"2";"/robot_controller_29652_1745972723477";"1723.408000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5165344975225911, y=-0.22225719790313742";"2";"/robot_controller_29652_1745972723477";"1700.865000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5506210549950822, y=-0.21888270515593108";"2";"/robot_controller_29652_1745972723477";"1678.337000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5183946937024085, y=-0.20355918962682895";"2";"/robot_controller_29652_1745972723477";"1655.822000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5217111123150859, y=-0.18818282601846556";"2";"/robot_controller_29652_1745972723477";"1633.298000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5593855077068659, y=-0.19019985172020912";"2";"/robot_controller_29652_1745972723477";"1610.756000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.4878283664705799, y=-0.2119545909507324";"2";"/robot_controller_29652_1745972723477";"1588.250000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"실패한 박스 위치: x=0.5778052724418671, y=-0.18997558404235618";"2";"/robot_controller_29652_1745972723477";"1565.706000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:406"
"성공한 박스 위치: x=0.5695652115553407, y=-0.22124368856706464";"2";"/robot_controller_29652_1745972723477";"1543.155000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5287421061832749, y=-0.21626484453801925";"2";"/robot_controller_29652_1745972723477";"1520.568000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"실패한 박스 위치: x=0.55611361820978, y=-0.17254399661918393";"2";"/robot_controller_29652_1745972723477";"1497.969000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:406"
"성공한 박스 위치: x=0.5551295523038169, y=-0.21996748899844343";"2";"/robot_controller_29652_1745972723477";"1475.442000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"실패한 박스 위치: x=0.5724180540843341, y=-0.22392174962233793";"2";"/robot_controller_29652_1745972723477";"1452.855000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:406"
"성공한 박스 위치: x=0.5489245413169749, y=-0.1780750173673421";"2";"/robot_controller_29652_1745972723477";"1430.330000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"실패한 박스 위치: x=0.5624180363287452, y=-0.17464725044720555";"2";"/robot_controller_29652_1745972723477";"1407.774000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:406"
"성공한 박스 위치: x=0.48616226024910114, y=-0.18108088773436123";"2";"/robot_controller_29652_1745972723477";"1385.270000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.55305189954715, y=-0.2117837813906171";"2";"/robot_controller_29652_1745972723477";"1362.701000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.523454955792316, y=-0.18571230935578184";"2";"/robot_controller_29652_1745972723477";"1340.187000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5125133423469421, y=-0.1759661359480894";"2";"/robot_controller_29652_1745972723477";"1317.642000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5223836080389727, y=-0.22114286229779406";"2";"/robot_controller_29652_1745972723477";"1295.097000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.48866311890835457, y=-0.19631657978669817";"2";"/robot_controller_29652_1745972723477";"1272.554000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.48084702873627777, y=-0.19903021062668483";"2";"/robot_controller_29652_1745972723477";"1250.019000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5106188683428354, y=-0.2180215384173502";"2";"/robot_controller_29652_1745972723477";"1227.495000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5386759333798936, y=-0.21516052578169706";"2";"/robot_controller_29652_1745972723477";"1204.954000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"실패한 박스 위치: x=0.5763761793095512, y=-0.1870923767940169";"2";"/robot_controller_29652_1745972723477";"1182.432000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:406"
"성공한 박스 위치: x=0.5647883779528786, y=-0.21891608749940214";"2";"/robot_controller_29652_1745972723477";"1159.919000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5654525586438007, y=-0.18654021731607906";"2";"/robot_controller_29652_1745972723477";"1137.407000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5502264876432106, y=-0.22482756611941213";"2";"/robot_controller_29652_1745972723477";"1114.892000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.572624523690519, y=-0.20897810314087426";"2";"/robot_controller_29652_1745972723477";"1092.377000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5388024653971117, y=-0.17530086403351142";"2";"/robot_controller_29652_1745972723477";"1069.843000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.4806395983571727, y=-0.19558277166944732";"2";"/robot_controller_29652_1745972723477";"1047.300000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.5315307062240731, y=-0.22931069669606777";"2";"/robot_controller_29652_1745972723477";"1024.759000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
"성공한 박스 위치: x=0.4881445488823746, y=-0.18332096607976717";"2";"/robot_controller_29652_1745972723477";"1002.239000000";"/clock,/franka_gripper/grasp/goal,/franka_gripper/joint_states,/franka_gripper/move/goal,/gripper_camera/image_raw,/joint_states,/multisense_sl/camera/left/image_raw,/multisense_sl/camera/right/image_raw,/panda_simulator/motion_controller/arm/joint_commands,/rosout";"evaluate.py:<module>:404"
